CodigoPrestador,NombrePrestador,TipoIdentificacion,NumeroIdentificacion,NaturalezaJuridica,ESE,DepartamentoPrestador,MunicipioPrestador,DireccionPrestador,EmailPrestador,TelefonoPrestador,FechaCorte,municipios_count,sedes_count,id_entidad,razon_social,codigo_postal,pagina_web,ambito_SIIF
1100117745,UNIDAD MEDICA Y ODONTOLOGICA SANTA PILAR E.U.,NI,900173431,Privada,NO,Bogotá D.C,11001,AK 14 74 C 03 Sur,umedicosp@hotmail.com,7612926 - 7623394 - 3008010381,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100117751,CENTRO MEDICO LABORATORIO CLINICO OLAYA SAS,NI,900171517,Privada,NO,Bogotá D.C,11001,Cra 21 No 26-52 sur,centromedicoolaya@gmail.com,2783189,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
1100117760,YEBER SAS,NI,900173999,Privada,NO,Bogotá D.C,11001,CL 123 7B 70,gerencia@clinicadentalsantabarbara.com,7561822,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100117761,IMEDICAS DIAGNOSTICAS E.U.,NI,900171660,Privada,NO,Bogotá D.C,11001,CARRERA 21 No 22-76 SUR,imedicas88@hotmail.com,2728420-3112624474,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100117778,IMAGENES DIAGNOSTICAS TEUSA SAS,NI,900172876,Privada,NO,Bogotá D.C,11001,KR 24 # 53 - 73 LC 217 - 218,contacto@ecografiasteusa.com,2454340,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100117792,GENETIX SAS,NI,900175902,Privada,NO,Bogotá D.C,11001,CL 77 11-19 OF 605,info@genetix.com.co,3120200,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100117798,TANIA SALUD CENTRO DE VACUNACION S.A.S.,NI,900174965,Privada,NO,Bogotá D.C,11001,kr  15 # 51 - 14 CONSULTORIO 202,inmunosalud@outlook.com,2119289,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100117837,MEDICINA INTEGRAL SAN SALVADOR EU,NI,900177671,Privada,NO,Bogotá D.C,11001,Cl. 42 F SUR No. 79 -06 IN 1,gerencia@ovpsolutions.com,3215088043,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100117849,DENT HOLDING S.A.S,NI,900110162,Privada,NO,Bogotá D.C,11001,Calle 82 No. 10 - 39 Local 201,dentholding@gmail.com,6347499,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100117858,MANTILLA SILVA S.A.S.,NI,900134936,Privada,NO,Bogotá D.C,11001,CL 87 # 15 23 OFICINA 601,gerencia@lopmanplus.com,6362351-3138897117,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100117870,GLOBAL LIFE AMBULANCIAS SAS,NI,900171211,Privada,NO,Bogotá D.C,11001,CALLE 163 No. 16 C 62,calidad@glambulancias.com,3102842445,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100117894,CENTRO DE ORTOPEDIA Y TRAUMATOLOGIA UNICENTRO LTDA,NI,900175697,Privada,NO,Bogotá D.C,11001,AK 15 # 124 - 47 OF 201-202-203-204-205-206-301-302-303-304-309-310-412-501-508-602,centro-ortopedia@hotmail.com,2140230,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100117914,CORPOESCULTURA IPS E.U,NI,900173342,Privada,NO,Bogotá D.C,11001,AVENIDA CARRERA 15 118 41 CONSUL TORIO 403 CONSULTORIO 404 CONSULTORIO 405 CONSULTORIO 406. Barrio SANTA BARBARA CENTRAL,corpoescultura@hotmail.com,6127564,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100117952,RIE ODONTOLOGIA INTEGRAL SAS,NI,900143877,Privada,NO,Bogotá D.C,11001,CR 55 # 174B 03,consultarie@yahoo.com,7597442,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100117954,EVOLUTION DENTAL CENTER E.U,NI,900178799,Privada,NO,Bogotá D.C,11001,CLL  119 #11D - 18 PRIMER PISO CONSULTORIOS 1 2 3 4 SEGUNDO PISO CONSULTORIO 5,mariaconsueloorozco@hotmail.com,2144987,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100117983,CLINICA ODONTOLOGICA S.E.A. CONSTRUCTORES DE SONRISAS LTDA.,NI,900181705,Privada,NO,Bogotá D.C,11001,KR 24 #. 63 D 70  (CS 201),marcept17@hotmail.com,5.73102E+11,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100117988,CENTRO DE DIAGNOSTICO DERMATOLOGICO SAS,NI,900066283,Privada,NO,Bogotá D.C,11001,AV 9 116 20 CS 718,centrodiagnosticodermatologico@gmail.com,6378325,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118006,CORPOALEGRIA,NI,900138104,Privada,NO,Bogotá D.C,11001,CALLE 74A No 23-48 BARRIO:SAN FELIPE,contacto@corpoalegria.org,6960103-3108039756,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
1100118090,CLINICA CAMPO ABIERTO ORGANIZACIÓN SANITAS INTERNACIONAL LTDA,NI,900188194,Privada,NO,Bogotá D.C,11001,CRA 69 NRO 170 - 40 / 70,sfiguero@colsanitas.com,5895396,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118125,FUNDACION INTEGRAL SENTIR,NI,900188967,Privada,NO,Bogotá D.C,11001,KR 70 C  # 54  69,fundacionintegralsentir@gmail.com,2639010,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118139,SOLANO & TERRONT SERVICIOS MEDICOS SAS,NI,830038185,Privada,NO,Bogotá D.C,11001,CRA.16 No 80-33,administracion@investigacionuniendo.com,3143956599,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118144,ARTE ORAL SERVICIOS ODONTOLOGICOS ESPECIALIZADOS S.A.S,NI,900190131,Privada,NO,Bogotá D.C,11001,Cra 47A Nº 118 - 27,info.cita@arteoral.com,6207940,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118163,ORTHODENTALES LTDA.,NI,900083028,Privada,NO,Bogotá D.C,11001,CL 46 SUR # 24 - 52 PI 2,esneidergomezarg@hotmail.com,7677441,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118221,DEPIEL SAS,NI,900126068,Privada,NO,Bogotá D.C,11001,AV CL 134 # 7 - 83 MODULOS 152 / 351 TORRES 1 Y 3 PISO 5,pablo.gutierrez@depiel.com,9172090 - 3138932716,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118234,PROGRAMA MADRE CANGURO INTEGRAL LTDA,NI,900196201,Privada,NO,Bogotá D.C,11001,CALLE 44B No. 53-50,bacosta@programacanguro.org,7458182,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
1100118318,FIGURELLA INTERNACIONAL DE COLOMBIA SAS,NI,900114661,Privada,NO,Bogotá D.C,11001,CARRERA 11 No. 84 - 38 Casa 7,admon@figurella.com.co,6168477,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
1100118365,SOLUCIONES EN ENFERMERIA CLINICA SAS SIGLA SOLEEC S.A.S.,NI,900171388,Privada,NO,Bogotá D.C,11001,CARRERA 18 C # 125-05,gerencia@soleecenfermeria.com,5235883-3214415805,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118397,CLINICA ORAL DENT LTDA,NI,900169768,Privada,NO,Bogotá D.C,11001,KR 104A # 71D-51,clinioraldentltda@hotmail.com,4315906 - 4333863 - 3106497524,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118402,ODONTOCLINICS QUIROGA S A S,NI,900200805,Privada,NO,Bogotá D.C,11001,KR 24 SUR No. 31 C- 83 PISO 2,odontoclinics@hotmail.com,2021987/3005163829,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118448,IPS JAH RAFA S.A.S.,NI,900193493,Privada,NO,Bogotá D.C,11001,CARRERA 75 # 23 A 12 PRIMER PISO,CONTRATACIONJAHRAFA@GMAIL.COMATENCIONYCALIDADIPSJAHRAFA@GMAIL.COM,6958360 4048985 6908360 4871413 6052721,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118477,ASISTENCIA CIENTIFICA DE ALTA COMPLEJIDAD SAS,NI,900206215,Privada,NO,Bogotá D.C,11001,Calle 45B No. 24 - 25 Primer y Segundo piso,coord.gerencia@asistenciacientifica.com,5107600 - 3175097386,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
1100118504,SANCHEZ & BUITRAGO SAS,NI,900204126,Privada,NO,Bogotá D.C,11001,AV. PRIMERA DE  MAYO No.  10 A 22 SUR,gerencia@oralmedic.com.co,2 72 64 84,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
1100118528,COLTRAUMA SOCIEDAD POR ACCIONES SIMPLIFICADA COLTRAUMA S.A.S,NI,900167843,Privada,NO,Bogotá D.C,11001,Calle 23 No 66-46 IN 4 CN 411,coltrauma@hotmail.com,5709670 - 2202727 - 3142545198,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118538,CONSULTORIO MEDICINA DE LA ENERGIA SAS MEDINER SAS,NI,900073806,Privada,NO,Bogotá D.C,11001,KR 28 C # 84-34,medinerltda@gmail.com,(57 1) 6231122,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118539,CLÍNICA VASCULAR DE COLOMBIA-JORGE NAVARRO-MD S.A.S,NI,900192709,Privada,NO,Bogotá D.C,11001,CARRERA 14 # 127-11 CONS 407,clivacol@gmail.com,6581604,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118635,ESTACION DENTAL S.A.S.,NI,900188667,Privada,NO,Bogotá D.C,11001,KR 47 A #114-19,dentistacolombia@yahoo.com,6129930,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118641,CENTRO DE ATENCIÓN E INVESTIGACIÓN MÉDICA S.A.S. - CAIMED S.A.S,NI,900187738,Privada,NO,Bogotá D.C,11001,KR  42 A No. 17-50,gerencia@caimed.com,(57-1) 2441444,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118642,CORPORACIÓN HOSPITALARIA JUAN CIUDAD,NI,900210981,Privada,NO,Bogotá D.C,11001,CL 24 # 29 45,julieth.pinilla@mederi.com.co,5600520,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
1100118768,PRERESALUD S.A.S,NI,830143723,Privada,NO,Bogotá D.C,11001,Kra27a#40a 94,preresalud@yahoo.es,6054140 - 3203976595,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118820,FAREIK S.A.S.,NI,900049240,Privada,NO,Bogotá D.C,11001,Calle 134 No 7 - 83 TORRE 3 CONSULTORIO 331 EDIF. ALTOS DEL BOSQUE,fareiksas@telmex.net.co,6037355,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118836,CENTRO DERMATOLOGICO GIOVANNI BOJANINI S.A.S.,NI,900222733,Privada,NO,Bogotá D.C,11001,"CR 11 No. 94 A-34  Local 6,7,8,9",calidad@giovannibojanini.co,6157820,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118861,E F G FRESNEDA ODONTOLOGIA ESPECIALIZADA SAS,NI,900223870,Privada,NO,Bogotá D.C,11001,CL 140D 103F 83,subaserviodonto@gmail.com,2145091,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118862,CAPELLA ODONTOLOGIA ESPECIALIZADA LTDA.,NI,900221199,Privada,NO,Bogotá D.C,11001,AV 15 No. 104-76 OF 308,juliocapella@hotmail.com,2154560,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118933,E F FRESNEDA ODONTOLOGIA ESPECIALIZADA LTDA,NI,900223876,Privada,NO,Bogotá D.C,11001,CL 20 SUR 18 04,luisalberto10_811@hotmail.com,2094996,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118936,VASCULAB COLOMBIA LTDA,NI,800162292,Privada,NO,Bogotá D.C,11001,CL 23 # 66 46 CS 1010,vasculabcol@gmail.com,4783999,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100118971,INSTITUTO MEDICO LA 34 E.U,NI,900175307,Privada,NO,Bogotá D.C,11001,AV CARACAS No. 34 36 PISO 2,INSTMEDICO@HOTMAIL.COM,2457209,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119023,IPS RADIOLOGIA ESPECIALIZADA S.A.S,NI,900226877,Privada,NO,Bogotá D.C,11001,AV CALLE 68 # 54 43,rxespecializada@yahoo.es,2319208-3054089293,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119061,MEDICINA PARA LA ESTÉTICA S.A.S.,NI,900200404,Privada,NO,Bogotá D.C,11001,KR 47 No. 104- 14,admonmedicinaparalaestetica@gmail.com,6017910849,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119086,Viva 1A IPS SA,NI,900219120,Privada,NO,Bogotá D.C,11001,CL 145 # 103B-69 PISO4,mgeorge@viva1a.com.co,6843508,Fecha corte REPS: Jul 4 2023 1:19PM,1,20,,,,,
1100119125,AUDIOSALUD INTEGRAL SAS,NI,900202290,Privada,NO,Bogotá D.C,11001,TV 21 47 76,calidad@audiosaludintegral.com,3404777,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
1100119213,SONRISAS BRILLANTES S.A.S.,NI,900212066,Privada,NO,Bogotá D.C,11001,CLL 12 B # 9 - 22 C.C.SAVILLE PISO 2,carolsanchez123@hotmail.com,2815207/3103490132,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119216,Centro Odontologico y Pediatrico Sante S.A.S.,NI,900220078,Privada,NO,Bogotá D.C,11001,calle 128 N 172- 80 loc  1.,administracion@soskids.net,6240909 - 3188270553,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119239,SALAZAR Y TAVERA LTDA.,NI,900234050,Privada,NO,Bogotá D.C,11001,CARRERA 72 B N. 23 F 58,centrosirp@gmail.com,2715769,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
1100119246,"MEDICINA Y SALUD DE COLOMBIA S.A. ""M&S""",NI,830140725,Privada,NO,Bogotá D.C,11001,AV. CLL 24 No. 95 A 80 OFICINA 302 -1,directivosmys@gmail.com,3174382208 - 3781249,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119306,FUNDACION PARA EL AUTISMO Y OTROS TRANSTORNOS DEL DESARROLLO INFANTIL SEXTO SENTIDO,NI,900164576,Privada,NO,Bogotá D.C,11001,CARRERA 47 # 95 - 36,fundacionsextosentido@hotmail.com,7024784 76024835,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119311,ALIANZA BLESSED S.A.S.,NI,900175703,Privada,NO,Bogotá D.C,11001,DIAGONAL 115A No 70C-75 LOCAL 1,alianzablessed@gmail.com,2710678,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
1100119317,CUIDARTE TU SALUD S.A.S.,NI,900241765,Privada,NO,Bogotá D.C,11001,AVENIDA CALLE 63 # 69F-26,gerencia@cuidartetusalud.com,3847450,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
1100119341,CIRUGIA PLASTICA LA CASTELLANA S.A.S,NI,900210768,Privada,NO,Bogotá D.C,11001,CARRERA 45 A N° 95 - 57,mariacarrillo9802@hotmail.com,3117720477,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119381,PHYSICAL CARE LTDA,NI,900233796,Privada,NO,Bogotá D.C,11001,AV CL 127 20 16 CS 204-205,physicalcare.ltda@gmail.com,8059065 - 3188276490 - 3182527281,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119440,GRUPO CIMCO SAS.,NI,900234969,Privada,NO,Bogotá D.C,11001,CL 45 N° 27 A 12,certificar.adm@gmail.com,3680068,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119451,CLINICA NEUROREHABILITAR LTDA,NI,900244203,Privada,NO,Bogotá D.C,11001,CALLE 79 Nº 29C - 35,gestioncalidad@neurorehabilitar.com - gerencia@neurorehabilitar.com,6017441121 - 6017462085 - 3174407919 - 3204529163 - 3106664595,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
1100119479,SANTA BARBARA SURGICAL CENTER S.A.S.,NI,900225646,Privada,NO,Bogotá D.C,11001,KR 22 # 100 24 piso1 piso3 consultorios 1 2 3 y 7,santabarbara.clinica@gmail.com,2571399 - 2577588,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119508,ADRIANA CEBALLOS PORRAS E.U.,NI,900244133,Privada,NO,Bogotá D.C,11001,DG 53 C N 23 - 44 LC 2,elitedentalgalerias2008@hotmail.com,3460502,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119549,INMUGEN CORPORATION LTDA,NI,900056449,Privada,NO,Bogotá D.C,11001,CR 45 A # 103 B- 52,inmugen@gmail.com,7049861/ 7049872,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119576,REHABILITACION INTEGRAL INFANTIL ESPECIALIZADA SAS CON SIGLA RIIE SAS,NI,900247822,Privada,NO,Bogotá D.C,11001,CL 119 # 11 B 67,gerencia@riie.com.co,313 4994151 - 031 6 708078,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
1100119581,SIGANDINI S.A.S,NI,800204545,Privada,NO,Bogotá D.C,11001,KR 16 A # 82 46 CS 411,administracion@sigandini.net,4884640,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
1100119603,ORGANIZACION VIHONCO IPS S.A.S.,NI,900098985,Privada,NO,Bogotá D.C,11001,Diagonal 115A N° 70D-68 - Barrio:San Nicolás,vicepresidencia@vihonco.com,2221499 - 315 2665870,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119629,INSTITUTO DEL CORAZON DE BUCARAMANGA S.A.,NI,804014839,Privada,NO,Bogotá D.C,11001,AV CARACAS # 34 47,gerencia@institutodelcorazon.com,3177189863-3184327214,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
1100119643,ULTRASONIDO VASCULAR S.A.S. CON SIGLA ULVASC S.A.S.,NI,900254395,Privada,NO,Bogotá D.C,11001,AV CALLE 127 NO. 19A-28 CS 401 - Barrio:LA CALLEJA,ultrasonidovascularsas@gmail.com,7317200 - 3174270527,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119644,COLOMBIANEST SAS,NI,900245825,Privada,NO,Bogotá D.C,11001,CALLE 23 66-46 CS 403,acolombianest@yahoo.com.co,5704274,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119646,GRUPO MEGACENTRO INTERNACIONAL DE LA VISION SAS,NI,900230261,Privada,NO,Bogotá D.C,11001,CALLE 19 12-85 LOCAL 01,compras@megacentrovision.com,742 72 84,Fecha corte REPS: Jul 4 2023 1:19PM,1,5,,,,,
1100119668,CFZ MEDICINA ESTETICA SAS,NI,900200848,Privada,NO,Bogotá D.C,11001,CARRERA 16 # 88 - 81 Ofi 706,administrador@carolinafelizzola.com,8106243,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119694,BOTELLO ALHIPPIO SAS,NI,900198926,Privada,NO,Bogotá D.C,11001,CR 19 C NO. 86 30 OF 305,botedent@hotmail.com,6108877,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119699,DENTAL LINE E.U.,NI,900171194,Privada,NO,Bogotá D.C,11001,TRANV 34 A BIS # 40 67SUR,dental.linewf@gmail.com,7282258,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
1100119703,OPTIRED SAS,NI,900223088,Privada,NO,Bogotá D.C,11001,CALLE 51 No 14 - 88,alejonocua@hotmail.com,7014938,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119765,ESPECIALISTAS EN SALUD OCUPACIONAL GENESLAB LTDA,NI,900102600,Privada,NO,Bogotá D.C,11001,CL 98 No 15 - 17 CS 201,geneslab2001@yahoo.es,6213646,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119776,NATURAL BODY CENTER LTDA,NI,830116823,Privada,NO,Bogotá D.C,11001,CL 53 B # 24 80 CS 413,contactenos@naturalbodycenter.com,7431100,Fecha corte REPS: Jul 4 2023 1:19PM,1,8,,,,,
1100119796,C Y R SALUD IPS SAS,NI,830044563,Privada,NO,Bogotá D.C,11001,CRA 13 N 37-37  CONS 601-603-604-605-606-607-608-609,cyrsaludltda@gmail.com,2321003-3016511824,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119799,CENTRO AUDIOLOGICO ESPECIALIZADO C.A.E S.A.S,NI,900261398,Privada,NO,Bogotá D.C,11001,CR 19 C No.  86 - 30 - CS 206A - 207A - 207B - 401A - 401B- 401C - 503A - 503B,cae@daudio.co,6170965 6918749 3214686825,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119814,FUNDACION MISION SALUD,NI,900243760,Privada,NO,Bogotá D.C,11001,CALLE 1F N.29B-29,fundacionmisionsalud@gmail.com,2011134 3004751676,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119826,MEDICINA PODOLOGICA Y REPRESENTACIONES S.A.S SIGLA MEDIPOR S.A.S,NI,900046734,Privada,NO,Bogotá D.C,11001,AV CRA 58 # 128 B 17,piesalud@piesalud.com,3000999-3107883744,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119864,L I SPA VIVIR NEW STETIC I P S LTDA,NI,900240675,Privada,NO,Bogotá D.C,11001,CL 53 # 73  62 PI 2,iris_alarcon@hotmail.com,4109574,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119920,CENTRO DE EXCELENCIA PARA EL MANEJO DE LA DIABETES S.A.S. SIGLA CEMDI SAS,NI,900274166,Privada,NO,Bogotá D.C,11001,AV CALLE 100  No. 61 - 18,gerencia@cemdi.net.co,6299524,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
1100119947,STEM MEDICINA REGENERATIVA S.A.,NI,830122359,Privada,NO,Bogotá D.C,11001,CALLE 113 # 7-45 TORRE B OF 702/703 EDIFICIO TELEPORT,cliente@bancodecelulas.com,6292991,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100119949,HISTOLAD EU,NI,900263149,Privada,NO,Bogotá D.C,11001,AK45 No 118-86 of 203,sarmiento62@yahoo.com,6476623,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100120005,UNIDAD CLINICA ODONTOLOGICA SANTA LIBRADA SAS,NI,900275202,Privada,NO,Bogotá D.C,11001,AK 1 NO. 75 A 38 SUR,lebavenecia@hotmail.com,7617075,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100120008,MAXDENT CLINICAS ODONTOLOGICAS S.A.S,NI,900278912,Privada,NO,Bogotá D.C,11001,DG 40 SUR 27 35 - Barrio:INGLES,jennynovoabuitrago@hotmail.com,3138536218,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
1100120036,DENTAL DIAGNOSTIC RX EL BOSQUE E.U.,NI,900273689,Privada,NO,Bogotá D.C,11001,CL 134 No 7B 83 OF 602,dentaldxrxelbosque@gmail.com,5205053,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100120044,GRUPO MEDICO INCOLGER SAS,NI,900266533,Privada,NO,Bogotá D.C,11001,AK 70 (AV ROJAS ) # 66-14,gerente@incolger.com.co,5175304,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
1100120053,DENTAL EVIDENCE ODONTOLOGIA ESPECIALIZADA S.A.S.,NI,900280797,Privada,NO,Bogotá D.C,11001,CARRERA 58 No 130 56,dentalevidence@yahoo.com,6179178,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100120057,SERVICIOS MEDICOS VITAL HEALTH S.A.S,NI,900282039,Privada,NO,Bogotá D.C,11001,CALLE 30 No 17 70,smvitalhealth@gmail.com,7447462,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100120152,INVERMUNDO S.A,NI,900274280,Privada,NO,Bogotá D.C,11001,TRANSVERSAL 60 N. 115-58 TORRE A CONSULTORIO 305,dayan@redelecservicio.com.co,6727585 6727586 5109896,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
1100120157,DIANTHE S.A.S.,NI,900279906,Privada,NO,Bogotá D.C,11001,CARRERA 71B 54 11,luis.jaramillo@clinicasdianthe.com,(571) 2955960,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100120163,CENTRO DE RECONOCIMIENTO DE BOGOTA LIMITADA SIGLAS CERTIBOGOTA Ltda.,NI,900292945,Privada,NO,Bogotá D.C,11001,CALLE 80 # 70 F - 65 Piso 2,ipscertibogota@hotmail.com,3202424- 3017553711,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100120165,GRUPO EMPRESARIAL EN CASA SAS,NI,900211799,Privada,NO,Bogotá D.C,11001,Calle 60 A # 5-54 ofic 102,diana.vargas@encasasalud.com,2554438-2487695,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100120179,ORTOPEDICA CHAPINERO E.U.,NI,900180348,Privada,NO,Bogotá D.C,11001,CRA 15 # 54 - 47,ortopedicachapinero@gmail.com,2492125,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100120213,SERVICIOS OFTALMOLOGICOS OFTALMOCENTER LTDA SIGLA OFTALMOCENTER LTDA,NI,900159763,Privada,NO,Bogotá D.C,11001,"Calle 97 No 23-37 Consultorio 307, 703, 704, 721",carolina.orduy@hotmail.com -gerencia@oftalmocenter.com.co,7513449-3558700,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100120230,INTEGRAL ODONTOLOGIA AVANZADA LTDA,NI,900259550,Privada,NO,Bogotá D.C,11001,KR 17#106 16,juancarlosjaramillo@odontoavanzada.com,6014858/6298157,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100120233,CENTRO DE INVESTIGACIONES EN EPILEPSIA LTDA.,NI,900010791,Privada,NO,Bogotá D.C,11001,AV. CRA.9 No.103A-36 CONS 304 - 1,juanverpal@gmail.com,6290900 - 3125219117,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
1100120239,MEGA ASISTENCIA COMPAÑÍA DE ASISTENCIA SERVICIOS Y ASESORIA LIMITADA,NI,800222820,Privada,NO,Bogotá D.C,11001,AC 127 # 20 78 CS 628 - 606,rodrifermedic@hotmail.com,TEL. 2595500,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100120249,SOLUCIONES MEDICAS EMPRESARIALES LIMITADA SOMEDE LTDA,NI,900146367,Privada,NO,Bogotá D.C,11001,calle 41  Nº 21 -29,gerencia@somedelimitada.com,2875705,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
1100120251,CORPOLINEA EU,NI,900295612,Privada,NO,Bogotá D.C,11001,Calle  24 # 81-93,paezmanuel@hotmail.com,2636075,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
